DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
231309249,04/16/2023 12:00:00 AM,04/16/2023 12:00:00 AM,100,13,Newton,1395,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,7100 S  CENTRAL                      AV,,33.9784,-118.263
200615371,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,600,6,Hollywood,643,1,310,BURGLARY,1601 0329 1822 0344 1300 1309,0,X,X,222.0,LAUNDROMAT,,,IC,Invest Cont,310.0,,,,1500 N  LA BREA                      AV,,34.1007,-118.3494
201106408,02/23/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1930,11,Northeast,1145,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,2500    LAKE VIEW                    AV,,34.1019,-118.2548
200610826,05/28/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1015,6,Hollywood,643,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,36,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,7200    HOLLYWOOD                    BL,,34.1016,-118.3468
220718163,12/24/2022 12:00:00 AM,12/23/2022 12:00:00 AM,2240,7,Wilshire,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0352,0,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,442.0,,,,100    THE GROVE                    DR,,34.0736,-118.3563
200811097,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,1500,8,West LA,831,1,330,BURGLARY FROM VEHICLE,1822 1605 0344,38,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,12300    MONTANA                      AV,,34.0475,-118.4763
221414767,07/22/2022 12:00:00 AM,07/22/2022 12:00:00 AM,2150,14,Pacific,1414,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,48,M,O,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,700    BROADWAY,,33.9961,-118.4655
221917819,12/12/2022 12:00:00 AM,11/26/2022 12:00:00 AM,1130,19,Mission,1904,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,42,M,O,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,14200    FOOTHILL                     BL,,34.3238,-118.4387
201712872,09/02/2020 12:00:00 AM,08/25/2020 12:00:00 AM,1058,17,Devonshire,1764,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325,0,X,X,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,IC,Invest Cont,440.0,,,,19300    PLUMMER                      ST,,34.2427,-118.5539
221017749,12/15/2022 12:00:00 AM,12/14/2022 12:00:00 AM,1730,10,West Valley,1094,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385 1822,74,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,LINDLEY                      AV,ROSITA                       ST,34.1564,-118.5281
240307958,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,1455,3,Southwest,356,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,23,M,C,104.0,DRIVEWAY,,,IC,Invest Cont,440.0,,,,1500 W  35TH                         PL,,34.0237,-118.3032
230305927,02/07/2023 12:00:00 AM,02/07/2023 12:00:00 AM,730,3,Southwest,319,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1202 0431 0913,65,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",503.0,CAUSTIC CHEMICAL/POISON,IC,Invest Cont,230.0,,,,1900    ESTRELLA                     AV,,34.035,-118.2759
232111592,07/13/2023 12:00:00 AM,07/13/2023 12:00:00 AM,2220,21,Topanga,2139,2,946,OTHER MISCELLANEOUS CRIME,1212,50,M,W,108.0,PARKING LOT,,,IC,Invest Cont,946.0,,,,20200    SATICOY                      ST,,34.2084,-118.5732
232013390,07/27/2023 12:00:00 AM,07/27/2023 12:00:00 AM,830,20,Olympic,2017,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0104 0329 1822 2004,0,X,X,252.0,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",,,IC,Invest Cont,745.0,,,,100 S  VERMONT                      AV,,34.0709,-118.2941
230718799,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,1900,7,Wilshire,721,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0446 1814,32,F,B,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,8700 W  BEVERLY                      BL,,34.0768,-118.3806
230908616,04/26/2023 12:00:00 AM,04/25/2023 12:00:00 AM,2150,9,Van Nuys,916,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,49,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,13700    SHERMAN                      WY,,34.2012,-118.4312
201505417,01/30/2020 12:00:00 AM,01/26/2020 12:00:00 AM,1730,15,N Hollywood,1524,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 2004 1402,0,M,O,404.0,DEPARTMENT STORE,,,AO,Adult Other,343.0,,,,12100    VICTORY                      BL,,34.1867,-118.3965
231214133,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,30,12,77th Street,1263,2,903,CONTEMPT OF COURT,2038 2000 1814 0444 0429,55,F,B,101.0,STREET,,,AA,Adult Arrest,903.0,,,,1800 W  MANCHESTER                   AV,,33.9636,-118.3112
210215946,10/10/2021 12:00:00 AM,10/10/2021 12:00:00 AM,155,2,Rampart,221,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,29,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745.0,,,,300 N  KENMORE                      AV,,34.0763,-118.2969
220218098,10/06/2022 12:00:00 AM,10/03/2022 12:00:00 AM,1400,2,Rampart,245,2,354,THEFT OF IDENTITY,0100 1822,70,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,6TH                          ST,ALVARADO,34.0598,-118.2755
201418119,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1650,14,Pacific,1494,1,761,BRANDISH WEAPON,1822 0400 1218,47,M,H,102.0,SIDEWALK,205.0,KITCHEN KNIFE,IC,Invest Cont,624.0,761.0,,,IMPERIAL,GLENN ANDERS,33.942,-118.4095
201811104,05/13/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1925,18,Southeast,1836,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 2000 0416 0408,21,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,1200 E  108TH                        ST,,33.9378,-118.2542
201223104,10/22/2020 12:00:00 AM,08/07/2020 12:00:00 AM,1200,12,77th Street,1204,2,354,THEFT OF IDENTITY,0100 1822 0928,26,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1000 W  45TH                         ST,,34.0026,-118.2915
221220484,09/28/2022 12:00:00 AM,09/28/2022 12:00:00 AM,1100,12,77th Street,1259,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408 0448 0429 0416 1309,23,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,400 E  FLORENCE                     AV,,33.9747,-118.2674
202000687,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,1930,20,Olympic,2024,1,210,ROBBERY,0334 0337 0408 0421 0432 0449 0913 1241 1402 1821,43,M,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,210.0,626.0,998.0,,600 S  HOBART                       BL,,34.0617,-118.3054
210104132,01/04/2021 12:00:00 AM,01/03/2020 12:00:00 AM,2200,1,Central,121,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1402 1300 1822 1606 0354,25,M,O,108.0,PARKING LOT,,,IC,Invest Cont,420.0,998.0,,,900 W  TEMPLE                       ST,,34.0607,-118.2494
230113701,06/06/2023 12:00:00 AM,06/05/2023 12:00:00 AM,1950,1,Central,171,2,888,TRESPASSING,1501,25,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,888.0,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2658
202108907,05/03/2020 12:00:00 AM,05/03/2020 12:00:00 AM,1100,21,Topanga,2113,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0562 0344 0394,55,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,7700    VICKY                        AV,,34.2103,-118.6195
200816239,11/09/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1300,8,West LA,831,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,59,M,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,11900    WILSHIRE                     BL,,34.0473,-118.4768
230711225,06/23/2023 12:00:00 AM,06/23/2023 12:00:00 AM,1439,7,Wilshire,737,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 0432 2004,35,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,5200    WILSHIRE                     BL,,34.0622,-118.3429
210405978,02/24/2021 12:00:00 AM,02/23/2021 12:00:00 AM,933,4,Hollenbeck,479,2,354,THEFT OF IDENTITY,0100,37,F,H,602.0,BANK,,,IC,Invest Cont,354.0,,,,WESTERN                      AV,218TH                        ST,34.0248,-118.1956
231916042,10/31/2023 12:00:00 AM,10/28/2023 12:00:00 AM,430,19,Mission,1962,1,310,BURGLARY,0344 1607 1822 0216,46,F,O,120.0,STORAGE SHED,,,IC,Invest Cont,310.0,,,,9100    BURNET                       AV,,34.2355,-118.4632
222115449,10/15/2022 12:00:00 AM,10/15/2022 12:00:00 AM,930,21,Topanga,2143,1,310,BURGLARY,1606,56,M,W,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,310.0,,,,23000    HARTLAND                     ST,,34.1947,-118.6285
231607087,04/09/2023 12:00:00 AM,04/08/2023 12:00:00 AM,1501,16,Foothill,1656,1,330,BURGLARY FROM VEHICLE,0344,41,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,NOHLES                       DR,SUNLAND                      BL,34.2549,-118.3195
240120381,10/24/2024 12:00:00 AM,10/23/2024 12:00:00 AM,930,1,Central,162,1,330,BURGLARY FROM VEHICLE,1300 0344 0329 1307,35,M,V,108.0,PARKING LOT,,,IC,Invest Cont,330.0,,,,700 S  HOPE                         ST,,34.048,-118.2577
200816185,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,1755,8,West LA,827,1,761,BRANDISH WEAPON,1822 0334 2004,56,M,W,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,761.0,,,,SAN VICENTE,BRINGHAM,34.0539,-118.4621
211304930,01/22/2021 12:00:00 AM,01/21/2021 12:00:00 AM,2004,13,Newton,1383,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,42,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,69TH                         ST,BROADWAY,33.9858,-118.2739
201421264,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,120,14,Pacific,1415,1,210,ROBBERY,0945 2004 1236 0325 0421 0447 0400 1822,0,X,X,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,998.0,,,1500    LINCOLN                      BL,,33.9975,-118.4599
220210720,05/23/2022 12:00:00 AM,05/21/2022 12:00:00 AM,1900,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3500    LONDON                       ST,,34.079,-118.283
212105580,02/16/2021 12:00:00 AM,02/08/2021 12:00:00 AM,920,21,Topanga,2137,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,M,X,738.0,LIBRARY,,,IC,Invest Cont,740.0,,,,20900    SHERMAN                      WY,,34.2011,-118.5852
240115711,07/30/2024 12:00:00 AM,07/30/2024 12:00:00 AM,750,1,Central,119,2,888,TRESPASSING,0910 2004,0,M,O,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
231807310,03/07/2023 12:00:00 AM,03/07/2023 12:00:00 AM,1918,18,Southeast,1804,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325 0378,0,X,X,205.0,GUN/SPORTING GOODS,,,IC,Invest Cont,341.0,,,,8600    AVALON                       BL,,33.9601,-118.2651
200214774,09/05/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1345,2,Rampart,201,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0447 0361,32,F,X,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,,,,700 N  HELIOTROPE                   DR,,34.0836,-118.2949
231220833,10/01/2023 12:00:00 AM,10/01/2023 12:00:00 AM,1214,12,77th Street,1268,2,354,THEFT OF IDENTITY,1822 0100 0929 0930,46,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,8200 S  MAIN                         ST,,33.9654,-118.2739
230508694,05/12/2023 12:00:00 AM,05/12/2023 12:00:00 AM,835,5,Harbor,529,2,354,THEFT OF IDENTITY,0923,49,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,900    BROAD                        AV,,33.7813,-118.2609
210413800,10/12/2021 12:00:00 AM,10/08/2021 12:00:00 AM,1530,4,Hollenbeck,471,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344 1402,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,331.0,998.0,,,2300 E  7TH                          ST,,34.0345,-118.2228
241706387,02/24/2024 12:00:00 AM,02/24/2024 12:00:00 AM,300,17,Devonshire,1785,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0307 0216 0329,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,9100    DARBY                        AV,,34.2355,-118.5338
231115688,11/12/2023 12:00:00 AM,11/12/2023 12:00:00 AM,1800,11,Northeast,1101,1,350,"THEFT, PERSON",0344,41,M,A,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,350.0,,,,2800 E  OBSERVATORY                  RD,,34.1192,-118.3004
230406717,03/24/2023 12:00:00 AM,03/24/2023 12:00:00 AM,820,4,Hollenbeck,451,1,761,BRANDISH WEAPON,1218 0421 1822 0334,29,F,H,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,AA,Adult Arrest,761.0,930.0,,,KEARNEY                      ST,MYERS                        ST,34.0499,-118.2286
200114263,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,1920,1,Central,148,1,330,BURGLARY FROM VEHICLE,1307 0344 1822 1609 0329 0386,33,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,500 E  4TH                          ST,,34.0444,-118.2407
222109547,05/23/2022 12:00:00 AM,05/20/2022 12:00:00 AM,1401,21,Topanga,2148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0906,35,M,X,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,6800    DELCO                        AV,,34.1941,-118.5779
230916067,11/06/2023 12:00:00 AM,10/26/2023 12:00:00 AM,1910,9,Van Nuys,901,2,354,THEFT OF IDENTITY,0928 1822,29,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,15400    SHERMAN                      WY,,34.2013,-118.4688
221604684,01/15/2022 12:00:00 AM,01/15/2022 12:00:00 AM,1900,16,Foothill,1618,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,40,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331.0,,,,8100    GROVE                        ST,,34.2706,-118.3114
231221808,10/23/2023 12:00:00 AM,10/22/2023 12:00:00 AM,1700,12,77th Street,1273,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MANCHESTER                   BL,VAN NESS                     AV,33.96,-118.3178
231807167,03/04/2023 12:00:00 AM,03/02/2023 12:00:00 AM,1800,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13200 S  MENLO                        AV,,33.9123,-118.2894
210504756,01/19/2021 12:00:00 AM,01/19/2021 12:00:00 AM,910,5,Harbor,511,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1309 0913,41,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,AO,Adult Other,740.0,,,,1400    253RD                        ST,,33.7947,-118.3025
220312436,06/18/2022 12:00:00 AM,06/14/2022 12:00:00 AM,1540,3,Southwest,313,2,900,VIOLATION OF COURT ORDER,2038 0603 0361 1202 0913,62,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900.0,,,,4000 W  ADAMS                        BL,,34.0326,-118.3287
221114100,09/19/2022 12:00:00 AM,09/18/2022 12:00:00 AM,1330,11,Northeast,1173,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,PRESTON                      AV,AVALON                       ST,34.0867,-118.253
210406185,03/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,1330,4,Hollenbeck,449,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0447,62,M,H,504.0,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,,,,2600    POMEROY                      AV,,34.0533,-118.1993
220414246,10/13/2022 12:00:00 AM,10/07/2022 12:00:00 AM,1211,4,Hollenbeck,497,2,354,THEFT OF IDENTITY,0100,48,M,H,605.0,AUTOMATED TELLER MACHINE (ATM),,,IC,Invest Cont,354.0,,,,2800 E  OLYMPIC                      BL,,34.0234,-118.2177
200706306,02/18/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1500,7,Wilshire,701,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,8100    MELROSE                      AV,,34.0838,-118.3659
230209582,04/19/2023 12:00:00 AM,04/17/2023 12:00:00 AM,1655,2,Rampart,236,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0378 0344,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,300 N  WESTLAKE                     AV,,34.0687,-118.2672
220112520,05/17/2022 12:00:00 AM,05/17/2022 12:00:00 AM,1135,1,Central,159,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0334 0443 1402 0603 1822 0329,39,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745.0,998.0,,,600 S  SANTA FE                     AV,,34.0383,-118.2305
230405444,02/14/2023 12:00:00 AM,02/13/2020 12:00:00 AM,1500,4,Hollenbeck,406,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,45,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330.0,,,,4000    VIA MARISOL,,34.0935,-118.1856
240906257,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1000,9,Van Nuys,971,1,310,BURGLARY,0397 0358 0344,53,M,B,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,,,,4600 N  SEPULVEDA                    BL,,34.1538,-118.4662
211606263,03/21/2021 12:00:00 AM,03/20/2021 12:00:00 AM,1240,16,Foothill,1645,1,761,BRANDISH WEAPON,0400 0913 0334 1309 1310,50,F,B,101.0,STREET,218.0,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,761.0,,,,CHANUTE                      ST,DE HAVEN                     AV,34.2633,-118.4038
231504960,01/25/2023 12:00:00 AM,01/24/2023 12:00:00 AM,2100,15,N Hollywood,1514,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,11900    VANOWEN                      ST,,34.1939,-118.3922
231104765,01/20/2023 12:00:00 AM,01/19/2023 12:00:00 AM,1915,11,Northeast,1123,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 0325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,341.0,,,,2900    LOS FELIZ                    BL,,34.1207,-118.2641
220505828,02/16/2022 12:00:00 AM,02/02/2022 12:00:00 AM,1510,5,Harbor,564,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,40,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,500 S  PALOS VERDES                 ST,,33.7396,-118.2814
210414998,11/17/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1730,4,Hollenbeck,456,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,40,F,H,101.0,STREET,,,IC,Invest Cont,740.0,,,,2400    FAIRMOUNT                    ST,,34.0518,-118.2039
200214919,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1445,2,Rampart,266,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0334 0432 0416 0445 0411 2004,30,M,H,103.0,ALLEY,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,7TH,BEACON,34.0545,-118.2723
220314078,07/22/2022 12:00:00 AM,07/21/2022 12:00:00 AM,2315,3,Southwest,314,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1307,28,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,23RD                         ST,2ND                          AV,34.0359,-118.3189
210516851,12/05/2021 12:00:00 AM,12/05/2021 12:00:00 AM,2230,5,Harbor,522,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,26,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,700    BAY VIEW                     AV,,33.7781,-118.2702
221215757,07/14/2022 12:00:00 AM,07/14/2022 12:00:00 AM,2145,12,77th Street,1233,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0305,0,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,62ND                         ST,HAAS                         AV,33.9834,-118.3168
231710056,05/21/2023 12:00:00 AM,05/21/2023 12:00:00 AM,200,17,Devonshire,1758,1,330,BURGLARY FROM VEHICLE,1609 1300 0344,29,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,10000    WOODLEY                      AV,,34.2524,-118.4849
202007176,03/07/2020 12:00:00 AM,03/07/2020 12:00:00 AM,1330,20,Olympic,2081,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,1700 S  WESTERN                      AV,,34.0418,-118.3134
220620390,12/19/2022 12:00:00 AM,12/19/2022 12:00:00 AM,17,6,Hollywood,666,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 1300 1601 0344,0,X,X,108.0,PARKING LOT,,,AA,Adult Arrest,420.0,,,,1300 N  WILCOX                       AV,,34.0943,-118.331
201513017,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,1600,15,N Hollywood,1549,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 2004 0400 1822,24,F,H,109.0,PARK/PLAYGROUND,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,TUJUNGA,CHANDLER,34.1689,-118.379
221017327,12/05/2022 12:00:00 AM,09/29/2022 12:00:00 AM,1240,10,West Valley,1028,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0394 1202,76,F,H,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440.0,,,,16800    VICTORY                      BL,,34.1939,-118.4967
202006121,02/13/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1900,20,Olympic,2036,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0444 0387 2004 0913 2000,32,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,700 S  BERENDO                      ST,,34.0598,-118.2941
221420158,09/24/2022 12:00:00 AM,09/21/2022 12:00:00 AM,1000,14,Pacific,1431,1,480,BIKE - STOLEN,0344,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,480.0,,,,100    WINDWARD                     AV,,33.9877,-118.4723
231016449,11/28/2023 12:00:00 AM,11/27/2023 12:00:00 AM,1100,10,West Valley,1029,1,310,BURGLARY,1822 1606 0344 1414,39,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,7000    HASKELL                      AV,,34.1975,-118.4749
210904907,01/26/2021 12:00:00 AM,01/20/2021 12:00:00 AM,1500,9,Van Nuys,991,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,3600    MEADVILLE                    DR,,34.1352,-118.468
201107130,03/09/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2100,11,Northeast,1145,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1912 0421 1814,31,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1900    WHITMORE                     AV,,34.1024,-118.2546
241713712,10/22/2024 12:00:00 AM,10/14/2024 12:00:00 AM,1045,17,Devonshire,1779,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1602,0,X,X,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,9400    HASKELL                      AV,,34.241,-118.4763
210816430,11/10/2021 12:00:00 AM,11/10/2021 12:00:00 AM,5,8,West LA,884,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,31,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,341.0,480.0,,,2300 S  BENTLEY                      AV,,34.0378,-118.4345
